Index,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
9843493,15:03.0,5,2015-03-03 23:15:03 UTC,-73.98918915,40.72914124,-73.9872818,40.72063446,2
47537124,58:00.0,4.1,2009-11-26 02:58:00 UTC,-74.010798,40.726085,-74.009767,40.737402,2
25121708,12:00.0,7.7,2010-09-04 16:12:00 UTC,-73.9943,40.739512,-73.98807,40.724482,2
37339061,32:00.0,12.9,2010-05-12 22:32:00 UTC,-73.972987,40.76404,-74.00782,40.714993,5
49393874,52:18.0,9.5,2009-02-12 17:52:18 UTC,-73.986059,40.757159,-73.97613,40.780589,1
38755863,55:00.0,5,2014-01-21 06:55:00 UTC,-73.957802,40.776372,-73.957422,40.78287,1
41229643,37:19.0,12,2012-11-21 17:37:19 UTC,-73.993909,40.741551,-73.987874,40.770232,1
46387690,06:23.0,4.9,2009-05-06 20:06:23 UTC,-73.97778,40.763656,-73.989486,40.772966,1
45740211,52:00.0,7.3,2011-12-24 02:52:00 UTC,-73.971075,40.787833,-73.944957,40.784302,5
31945670,00:00.0,25.7,2011-05-21 09:00:00 UTC,-73.944815,40.834367,-73.989332,40.72192,4
11844693,54:57.0,7.7,2009-02-28 15:54:57 UTC,-74.004184,40.712975,-73.988385,40.725102,1
33836728,09:00.0,10.5,2013-02-11 19:09:00 UTC,-73.982085,40.771387,-73.95961,40.769445,1
17967628,50:25.0,11,2013-09-10 20:50:25 UTC,-73.991186,40.741393,-74.00971,40.716455,2
19277743,49:00.0,39.5,2014-06-04 06:49:00 UTC,-73.78808,40.642187,-73.865042,40.725997,4
45314451,35:00.0,8.1,2009-06-05 05:35:00 UTC,-73.98869,40.751273,-73.95881,40.764643,3
18779733,31:00.0,5.7,2011-02-19 16:31:00 UTC,-74.010863,40.710813,-74.001205,40.718745,1
28150703,47:00.0,6.9,2011-08-31 19:47:00 UTC,-73.968697,40.754998,-73.987302,40.73594,1
14631620,28:00.0,7.7,2010-05-18 21:28:00 UTC,-73.96837,40.759005,-73.979105,40.77757,3
38703737,57:00.0,29,2014-02-13 17:57:00 UTC,-73.9926,40.753172,-73.908508,40.816192,1
51671648,42:00.0,15.7,2010-04-01 14:42:00 UTC,-73.97336,40.786952,-73.97281,40.743548,1
16649523,58:32.0,9,2014-04-02 14:58:32 UTC,-73.970164,40.765016,-73.962801,40.77478,1
5218851,25:03.0,4.9,2011-02-01 15:25:03 UTC,-73.987139,40.753038,-73.977794,40.751834,1
4147756,43:36.0,5.4,2009-01-10 22:43:36 UTC,-73.994222,40.751229,-73.998331,40.744342,1
15145716,59:02.0,3.3,2012-07-12 00:59:02 UTC,-73.982371,40.765501,-73.985248,40.762808,1
41369172,28:42.0,8.9,2009-02-19 08:28:42 UTC,-73.977137,40.779272,-73.970457,40.757972,1
37192633,58:09.0,17,2014-01-16 14:58:09 UTC,-73.9939,40.751714,-73.958575,40.76039,1
21695280,17:47.0,12,2015-01-04 09:17:47 UTC,-73.97952271,40.72731018,-73.98487854,40.76065063,1
22405517,24:41.0,56.8,2013-01-03 22:24:41 UTC,-73.993498,40.764686,-73.993498,40.764686,1
54858310,57:00.0,13.5,2013-05-23 10:57:00 UTC,-73.962043,40.805372,-73.988447,40.77014,1
33899076,25:00.0,7.7,2009-10-03 18:25:00 UTC,-73.983052,40.776055,-73.974093,40.763797,1
29966903,55:53.0,13.3,2011-08-15 13:55:53 UTC,-73.9859,40.7277,-73.9825,40.7719,1
26382712,19:00.0,14.9,2012-05-25 03:19:00 UTC,-73.997385,40.720822,-73.955628,40.782252,1
11666085,12:29.0,7.5,2012-12-09 02:12:29 UTC,-73.937809,40.850558,-73.944454,40.834959,1
9716818,27:00.0,16.9,2009-04-09 11:27:00 UTC,-73.986593,40.759143,-74.001767,40.72012,1
38092793,12:25.0,11,2014-11-13 20:12:25 UTC,-73.958903,40.815239,-73.980862,40.78261,1
1239488,41:05.0,6.5,2010-03-05 22:41:05 UTC,-73.990305,40.756175,-74.003678,40.759173,1
23077019,24:24.0,6.5,2009-01-09 14:24:24 UTC,-73.968111,40.765625,-73.980863,40.75916,1
6922345,01:00.0,5.3,2009-07-10 01:01:00 UTC,-73.98973,40.734507,-74.001847,40.740387,1
6479703,58:00.0,4.1,2009-02-02 16:58:00 UTC,-73.954332,40.77406,-73.952558,40.766325,2
48399259,52:03.0,9,2015-06-17 17:52:03 UTC,-73.97213745,40.74988937,-73.9818573,40.73242569,1
14960347,34:39.0,17.3,2011-10-30 11:34:39 UTC,-73.975307,40.757499,-74.010737,40.711715,3
1347588,20:00.0,6.5,2011-06-22 06:20:00 UTC,-73.997925,40.749805,-74.003443,40.754337,2
22364180,21:00.0,20,2013-10-19 20:21:00 UTC,-73.977453,40.785215,-73.98595,40.734955,1
44856422,58:01.0,13,2014-08-22 14:58:01 UTC,-73.993619,40.749808,-73.992512,40.756546,2
21993993,27:00.0,6,2014-05-05 19:27:00 UTC,0,0,0,0,1
3045866,16:00.0,5.5,2013-01-02 19:16:00 UTC,-73.968242,40.762112,-73.979687,40.765432,1
23460451,35:00.0,15.5,2012-12-22 15:35:00 UTC,-73.989945,40.73399,-73.95831,40.780797,1
53705359,19:55.0,8.5,2015-02-16 11:19:55 UTC,-73.99765015,40.73622131,-73.98181152,40.76134872,2
45517946,56:22.0,7.5,2013-02-01 20:56:22 UTC,-73.997933,40.756223,-73.981529,40.742386,1
9514003,23:00.0,6.9,2009-05-20 10:23:00 UTC,-73.949458,40.773348,-73.964993,40.76659,5
53475676,56:39.0,21,2015-05-17 14:56:39 UTC,-73.95431519,40.76970291,-73.99013519,40.75743866,1
28370429,10:44.0,4.1,2012-06-28 20:10:44 UTC,-73.994554,40.721011,-73.989079,40.722964,2
48832443,43:00.0,5.7,2011-12-10 01:43:00 UTC,-73.990968,40.72757,-73.99137,40.74472,1
11835345,31:02.0,19.3,2009-03-11 09:31:02 UTC,-74.013173,40.704148,-73.984285,40.754962,1
41669619,25:12.0,17.3,2010-12-11 04:25:12 UTC,-73.995721,40.767201,-73.951222,40.723918,4
50958489,19:00.0,12,2014-04-15 09:19:00 UTC,-74.010142,40.719717,-74.013625,40.702315,1
39891441,21:06.0,11.3,2012-04-05 20:21:06 UTC,-73.981496,40.768334,-73.956104,40.804763,1
21255889,11:00.0,9.7,2010-04-25 20:11:00 UTC,-73.94984,40.796042,-73.962738,40.759112,3
45550385,12:40.0,4.9,2012-05-02 19:12:40 UTC,-73.986989,40.7208,-73.976607,40.722857,1
29152955,31:03.0,11,2015-05-28 13:31:03 UTC,-73.96671295,40.80403519,-73.93840027,40.79726791,1
26348645,35:16.0,3.5,2015-05-21 01:35:16 UTC,-73.97534943,40.752491,-73.97386169,40.74888992,2
781560,35:45.0,26.1,2012-06-24 01:35:45 UTC,-73.976132,40.744211,-73.90495,40.876687,2
9404760,23:00.0,8.1,2010-10-16 21:23:00 UTC,-73.982543,40.731653,-73.954875,40.768787,5
25485719,43:07.0,49.57,2009-08-07 10:43:07 UTC,-73.975058,40.78882,-73.975058,40.78882,1
11536406,16:01.0,7.7,2010-09-08 10:16:01 UTC,-73.987383,40.721255,-73.954733,40.730683,1
19137375,10:00.0,5.3,2012-04-05 18:10:00 UTC,-73.971503,40.760135,-73.961437,40.768975,1
11267091,15:00.0,4.5,2010-09-22 12:15:00 UTC,-73.98192,40.761172,-74.016152,40.704765,1
30869427,24:00.0,7.3,2010-01-23 03:24:00 UTC,-74.008325,40.725947,-73.988232,40.720322,1
226870,49:00.0,6.5,2013-02-15 18:49:00 UTC,-73.992605,40.733957,-73.980698,40.742135,1
46728985,48:00.0,5.3,2012-08-12 18:48:00 UTC,-73.986465,40.755052,-73.996115,40.744817,3
10442368,07:38.0,9.3,2010-03-12 12:07:38 UTC,-73.95771,40.765555,-73.970059,40.762758,1
1454546,07:00.0,6.1,2011-12-02 14:07:00 UTC,0,0,0,0,1
51116974,49:40.0,3.7,2009-04-14 11:49:40 UTC,-73.976459,40.744077,-73.983699,40.734203,1
46652271,02:13.0,4,2014-04-27 13:02:13 UTC,-73.950582,40.786452,-73.9575,40.776686,1
25431833,47:47.0,9.5,2015-04-11 08:47:47 UTC,-73.9784317,40.75239944,-74.00042725,40.74211884,1
44792012,29:00.0,4.5,2011-10-03 20:29:00 UTC,-73.990055,40.756413,-73.983047,40.756727,3
18571020,12:44.0,3.3,2010-04-26 03:12:44 UTC,-73.982326,40.731314,-73.989649,40.734398,1
37942404,51:00.0,30.9,2011-11-18 09:51:00 UTC,-73.995888,40.759078,-73.865005,40.770452,1
29024472,03:55.0,26.9,2009-08-30 14:03:55 UTC,-73.990137,40.756007,-73.929361,40.774553,1
29350780,02:00.0,9,2014-02-19 18:02:00 UTC,-73.95828,40.7689,-73.97351,40.782907,5
30977645,01:58.0,4.1,2011-02-20 21:01:58 UTC,-73.977633,40.753166,-73.981589,40.757359,1
7290820,48:00.0,14.9,2011-02-04 11:48:00 UTC,-73.962218,40.640218,-73.968043,40.640505,1
47729464,29:00.0,6.5,2009-07-31 09:29:00 UTC,-74.000545,40.737462,-74.009545,40.713217,5
46435788,58:16.0,43,2015-05-15 18:58:16 UTC,-73.86270142,40.76895905,-73.9990921,40.74182892,2
7215780,12:00.0,8,2012-12-04 22:12:00 UTC,-73.984463,40.742792,-73.97735,40.761375,5
40831100,38:11.0,6,2015-04-21 01:38:11 UTC,-73.95018768,40.7192955,-73.94046021,40.72421265,1
31282042,26:00.0,4,2013-05-03 18:26:00 UTC,-73.988752,40.758687,-73.98508,40.773772,1
20318457,29:00.0,3.7,2010-03-30 21:29:00 UTC,-73.984218,40.732007,-73.979443,40.727617,5
21080437,34:45.0,10.1,2012-03-07 17:34:45 UTC,-73.99268,40.768321,-74.00233,40.746864,2
5838487,04:27.0,18,2015-01-30 22:04:27 UTC,-73.95474243,40.68746948,-73.98821259,40.73051071,1
52854856,22:03.0,5.7,2009-02-04 18:22:03 UTC,-73.988433,40.737176,-73.981018,40.747329,1
21689516,18:00.0,6.5,2012-06-10 15:18:00 UTC,-73.964187,40.757303,-73.983382,40.743835,1
40522164,06:32.0,35.3,2009-05-15 21:06:32 UTC,-73.776743,40.645374,-73.913408,40.745943,1
2111231,49:00.0,6.1,2012-07-19 17:49:00 UTC,-73.997893,40.735897,-74.006543,40.746245,5
38160009,23:00.0,4.9,2011-06-19 18:23:00 UTC,-73.985758,40.753255,-73.98142,40.746513,1
10540899,06:41.0,6.1,2011-07-22 22:06:41 UTC,-73.9956,40.754782,-74.002493,40.734401,1
10601778,56:00.0,10,2013-02-25 15:56:00 UTC,-73.976022,40.76004,-73.982853,40.74504,1
26536581,25:59.0,10.5,2014-06-15 15:25:59 UTC,-73.988604,40.778445,-73.994931,40.749954,1
52914369,17:58.0,8.9,2012-04-25 18:17:58 UTC,-73.997975,40.720503,-74.001847,40.737797,1
17358122,39:48.0,6.5,2010-08-20 19:39:48 UTC,0,0,0,0,1
55198695,03:00.0,13,2013-03-28 14:03:00 UTC,-74.006395,40.749657,-73.978468,40.753897,5
9147772,20:00.0,6.9,2012-01-25 00:20:00 UTC,-73.990318,40.737122,-73.97627,40.744955,1
14653045,27:00.0,9.7,2009-11-02 09:27:00 UTC,-73.982613,40.771843,-73.978862,40.754318,2
48128338,47:00.0,10.1,2009-09-12 01:47:00 UTC,-73.980253,40.765255,-73.974253,40.731925,2
40598638,15:14.0,9.7,2011-07-06 17:15:14 UTC,-73.954797,40.767289,-73.974788,40.754888,1
8791172,38:00.0,5.3,2010-09-21 12:38:00 UTC,-73.956158,40.781593,-73.966138,40.773645,1
14280426,47:15.0,5.7,2010-01-14 06:47:15 UTC,-73.991201,40.750336,-73.977786,40.75239,1
26009783,48:48.0,7.5,2014-11-10 05:48:48 UTC,-73.975132,40.73302,-73.977113,40.752058,1
30203807,28:00.0,10.5,2010-09-10 16:28:00 UTC,-73.995627,40.749295,-73.965087,40.77161,1
38938355,13:00.0,6.1,2010-11-24 18:13:00 UTC,-73.985523,40.760627,-73.989185,40.774452,1
31583447,40:32.0,6.5,2015-04-04 22:40:32 UTC,-74.00299072,40.73112869,-74.00541687,40.74004364,1
1988725,51:00.0,7.7,2009-01-04 13:51:00 UTC,-73.962497,40.76308,-73.98472,40.736343,1
40863188,43:00.0,6.9,2010-03-20 15:43:00 UTC,0,0,0,0,2
37286529,13:20.0,6.1,2010-09-22 00:13:20 UTC,-74.001561,40.735996,-73.986623,40.74737,2
13917019,29:00.0,8.9,2009-06-02 00:29:00 UTC,-74.008055,40.711553,-73.997185,40.679587,1
53369902,30:00.0,9,2013-08-18 01:30:00 UTC,-73.978163,40.74563,-73.952042,40.773192,2
42367206,15:52.0,15,2014-09-23 00:15:52 UTC,-73.994126,40.750917,-73.949428,40.781336,1
34326211,56:18.0,15,2015-01-14 21:56:18 UTC,-73.98861694,40.74912643,-73.95635986,40.74752045,4
17436771,52:00.0,12.9,2009-09-03 14:52:00 UTC,-74.010698,40.710985,-73.991138,40.750717,1
33481580,40:00.0,7.5,2014-04-21 20:40:00 UTC,-73.976543,40.788207,-73.954575,40.777842,1
27401654,31:59.0,9.5,2015-04-06 19:31:59 UTC,-74.0065918,40.74441147,-73.9863739,40.74319077,2
29572239,05:30.0,5.3,2011-09-13 12:05:30 UTC,-73.965744,40.754379,-73.9672,40.765067,1
10381393,21:15.0,8,2015-02-10 15:21:15 UTC,-73.99436951,40.7466774,-73.97766876,40.73911667,1
27114350,47:00.0,11.3,2009-12-01 11:47:00 UTC,-73.944435,40.778137,-73.980463,40.782295,3
26097408,54:20.0,38.54,2015-06-16 09:54:20 UTC,-73.86276245,40.7687912,-73.97873688,40.75304031,6
23831436,58:06.0,6.1,2009-09-04 10:58:06 UTC,-73.968942,40.785745,-73.963131,40.774204,1
11373696,24:04.0,18,2015-02-13 23:24:04 UTC,-73.98103333,40.75872803,-73.95498657,40.73442078,2
36637366,38:38.0,6,2015-04-04 11:38:38 UTC,-73.98799133,40.7493782,-73.98880768,40.75851822,1
24780231,10:00.0,12.5,2013-05-10 15:10:00 UTC,-73.991377,40.70255,-73.999735,40.734407,1
20784752,10:05.0,16.5,2010-04-13 00:10:05 UTC,-73.987152,40.750756,-73.90238,40.741637,1
30446427,17:55.0,5.5,2013-01-30 14:17:55 UTC,-73.974978,40.762812,-73.981365,40.756102,1
30087952,19:31.0,13.7,2011-10-19 10:19:31 UTC,-73.992956,40.754508,-73.999118,40.722575,1
43372207,45:00.0,8.9,2010-11-15 18:45:00 UTC,-74.00662,40.704113,-74.009975,40.735007,1
9127290,50:51.0,4,2015-02-10 05:50:51 UTC,-73.94662476,40.77677917,-73.95352936,40.77990723,5
30246428,57:00.0,4.9,2010-05-24 17:57:00 UTC,-73.976452,40.780742,-73.980342,40.770673,2
31449635,13:38.0,4.9,2010-06-01 14:13:38 UTC,-73.968681,40.754807,-73.97859,40.756029,1
31451546,52:17.0,8.5,2012-09-19 13:52:17 UTC,-73.958542,40.780734,-73.975443,40.777022,2
19725860,17:48.0,3.7,2011-02-14 10:17:48 UTC,-73.980351,40.780344,-73.980011,40.785561,1
5154278,52:00.0,6.5,2014-06-24 09:52:00 UTC,-74.015122,40.715795,-74.008495,40.72814,5
17180598,54:13.0,4.9,2009-09-08 20:54:13 UTC,-73.97647,40.735987,-73.981563,40.728817,1
13392014,39:00.0,9.3,2012-01-12 16:39:00 UTC,-73.954282,40.764102,-73.973425,40.782708,1
19277580,13:00.0,29,2012-10-16 13:13:00 UTC,-73.8709,40.7738,-73.981742,40.767455,1
38125478,26:41.0,6.5,2010-01-29 19:26:41 UTC,-73.985129,40.778954,-73.980585,40.765687,1
5461708,46:01.0,8.2,2009-01-26 20:46:01 UTC,-73.98349,40.765833,-73.961351,40.768866,1
7751113,38:11.0,11,2013-05-30 20:38:11 UTC,-73.988536,40.753911,-73.989873,40.726236,3
54642873,01:18.0,4.5,2014-01-22 21:01:18 UTC,-73.992937,40.75778,-73.992937,40.75778,1
27506709,24:00.0,4.5,2013-06-08 07:24:00 UTC,-73.992667,40.753087,-73.986788,40.761582,5
51756123,10:00.0,9,2014-04-19 02:10:00 UTC,-73.997222,40.763667,-74.010617,40.730022,3
17269533,38:00.0,14.5,2010-07-14 17:38:00 UTC,0.001782,0.00738,0.000875,0.00567,1
54793835,28:00.0,5,2013-10-14 20:28:00 UTC,-73.97274,40.798322,-73.961262,40.806462,1
8293300,43:49.0,7.3,2012-06-26 08:43:49 UTC,-73.989391,40.752278,-73.972785,40.74995,1
5009370,30:00.0,9.5,2015-02-26 02:30:00 UTC,-73.98402405,40.72166061,-74.01074982,40.71681213,1
36309121,55:20.0,7.5,2015-02-18 01:55:20 UTC,-74.00408173,40.74240112,-73.98440552,40.74317169,1
20868327,25:33.0,7.7,2010-11-13 00:25:33 UTC,-73.974445,40.764015,-73.983595,40.744184,2
32588688,57:00.0,9.7,2009-05-26 21:57:00 UTC,-74.007912,40.73873,-73.977505,40.761727,1
38184582,54:02.0,15,2015-01-16 19:54:02 UTC,-74.00211334,40.75183868,-73.99172211,40.7264595,1
17545146,16:45.0,8,2013-05-16 22:16:45 UTC,-73.995759,40.759149,-73.991388,40.750227,3
8052480,29:00.0,13.7,2010-10-06 19:29:00 UTC,-73.985623,40.763017,-74.009812,40.719408,5
5214708,39:47.0,6,2015-01-10 12:39:47 UTC,-73.98212433,40.75581741,-73.9708252,40.75574875,1
53047121,30:00.0,7.7,2011-06-17 21:30:00 UTC,-73.977147,40.789653,-73.954115,40.773782,5
29154546,56:00.0,10.5,2011-09-14 20:56:00 UTC,-73.981387,40.758807,-73.947467,40.779305,1
51762242,53:09.0,22,2013-01-30 18:53:09 UTC,-73.983363,40.744282,-73.973965,40.795451,1
31785067,14:00.0,7.5,2014-03-25 20:14:00 UTC,-73.97287,40.76444,-73.98842,40.76914,1
17010919,43:28.0,11.5,2015-02-25 19:43:28 UTC,-73.96995544,40.78917694,-73.94616699,40.77772903,5
3653533,16:00.0,4.5,2012-03-02 20:16:00 UTC,-73.98613,40.763425,-73.977522,40.765007,5
32235333,41:00.0,8.1,2011-05-05 20:41:00 UTC,-73.96494,40.775277,-73.975652,40.791703,1
17711691,01:00.0,14.5,2012-01-25 10:01:00 UTC,-73.954252,40.7665,-73.989683,40.736847,1
2415914,42:10.0,18,2012-11-17 23:42:10 UTC,-73.965344,40.806353,-73.976358,40.750622,1
30864447,17:00.0,8.1,2010-09-10 01:17:00 UTC,-73.982563,40.727365,-73.953233,40.777548,1
29942923,21:49.0,4.5,2011-09-13 13:21:49 UTC,-73.995027,40.744631,-74.000213,40.7352,1
41777976,06:00.0,3.3,2011-10-08 20:06:00 UTC,-74.001113,40.741735,-73.998253,40.745095,3
13293785,54:45.0,19.7,2012-05-13 13:54:45 UTC,-73.963411,40.798469,-74.000779,40.729345,1
49798166,17:00.0,8.1,2012-04-14 02:17:00 UTC,-73.981785,40.763397,-74.004152,40.742437,1
39400897,14:00.0,6.5,2010-09-24 12:14:00 UTC,-73.972497,40.75278,-73.95885,40.763898,3
49202586,00:00.0,14.5,2014-05-28 01:00:00 UTC,-74.005477,40.738575,-73.972722,40.756735,5
51452192,32:00.0,24,2009-05-12 10:32:00 UTC,-73.981558,40.783752,-73.900931,40.893366,1
45317989,53:18.0,10.5,2012-08-07 20:53:18 UTC,-73.96593,40.805358,-73.949923,40.778868,1
41858701,21:42.0,8.9,2009-09-24 16:21:42 UTC,-73.95208,40.790119,-73.963637,40.79809,1
13472186,01:40.0,14.1,2011-04-03 00:01:40 UTC,-74.00019,40.718336,-73.956801,40.764745,1
12508194,14:24.0,6.1,2012-03-22 07:14:24 UTC,-73.965017,40.764308,-73.981057,40.760887,1
928784,14:49.0,7.3,2011-04-22 10:14:49 UTC,-73.984784,40.736512,-73.976727,40.751746,1
17076715,24:52.0,23,2012-11-14 21:24:52 UTC,-73.863088,40.769212,-73.95195,40.729382,1
17424218,23:00.0,5.3,2009-11-16 21:23:00 UTC,-74.00921,40.706383,-74.009173,40.716762,1
6403066,21:00.0,45,2010-11-13 07:21:00 UTC,-73.971663,40.757812,-73.789273,40.64179,1
44645532,32:42.0,20.1,2011-06-08 04:32:42 UTC,-73.990166,40.756562,-73.923268,40.825475,2
416416,30:04.0,5.7,2011-11-04 01:30:04 UTC,-74.001563,40.739345,-74.008126,40.723898,1
49651743,06:00.0,3.7,2009-03-24 23:06:00 UTC,-73.974302,40.761193,-73.971943,40.759643,5
11719767,36:50.0,5.5,2013-09-03 07:36:50 UTC,-73.985698,40.748747,-73.974357,40.744135,1
13246898,25:39.0,6.1,2010-05-15 19:25:39 UTC,-73.978788,40.755519,-73.975802,40.765463,1
20519721,21:00.0,8.5,2011-01-16 00:21:00 UTC,-73.959753,40.777137,-73.966547,40.804235,1
34023783,15:00.0,4.1,2010-05-26 16:15:00 UTC,-73.959427,40.774613,-73.952647,40.780213,5
38970654,29:32.0,8,2015-05-01 17:29:32 UTC,-73.99208069,40.75920868,-73.98408508,40.78045654,1
40845743,38:40.0,9.5,2013-09-21 18:38:40 UTC,-73.995559,40.695197,-73.974702,40.687741,1
17781331,07:37.0,17.5,2009-02-17 18:07:37 UTC,-73.97411,40.750564,-73.88238,40.755801,1
23083708,55:08.0,4.1,2009-05-11 19:55:08 UTC,-73.959091,40.799481,-73.967406,40.802026,1
16496513,37:09.0,15.7,2011-06-07 22:37:09 UTC,-73.9773,40.7519,-74.0125,40.7015,1
1573188,41:33.0,5.3,2009-05-31 05:41:33 UTC,-73.934317,40.797407,-73.917871,40.807013,1
49180723,34:22.0,9.7,2010-06-16 19:34:22 UTC,-74.012526,40.707816,-73.987547,40.744759,2
52842120,56:00.0,8.9,2012-03-03 21:56:00 UTC,-74.007392,40.733257,-73.987243,40.729388,4
55118441,45:00.0,9.5,2013-12-19 14:45:00 UTC,-73.978083,40.788452,-73.979435,40.771332,1
51449542,58:00.0,29.5,2014-01-21 14:58:00 UTC,-73.99119,40.750195,-74.006843,40.705932,3
11242259,53:08.0,18,2015-04-07 21:53:08 UTC,-73.99681854,40.73598862,-73.96781921,40.79391861,1
44829723,50:27.0,23.7,2009-08-05 09:50:27 UTC,-73.953172,40.787591,-74.014671,40.709887,1
31509903,32:00.0,6,2014-03-19 10:32:00 UTC,-73.993362,40.733317,-73.995473,40.740992,1
12636677,25:00.0,24,2014-04-13 12:25:00 UTC,-73.97833,40.76347,-73.96477,40.80675,1
24085207,04:36.0,49.8,2012-07-29 17:04:36 UTC,-73.992122,40.748577,-73.806072,40.665272,1
3778526,10:14.0,3.7,2009-03-01 09:10:14 UTC,-73.983436,40.746818,-73.988475,40.73988,1
54928616,07:00.0,4.9,2012-06-02 22:07:00 UTC,-73.982445,40.775478,-73.988803,40.763712,1
1842891,47:00.0,7.7,2011-12-09 21:47:00 UTC,-73.97313,40.764152,-73.987082,40.748315,1
38589960,48:00.0,7.3,2009-02-18 08:48:00 UTC,-73.993193,40.749672,-74.007682,40.731123,5
14190887,04:14.0,4.1,2011-10-11 22:04:14 UTC,-73.962199,40.776363,-73.971793,40.765764,1
42307589,24:00.0,7,2014-08-20 22:24:00 UTC,-73.97203,40.75652,-73.98601,40.75225,2
1032411,22:52.0,9.7,2011-11-15 21:22:52 UTC,-73.98963,40.735626,-73.985599,40.763121,1
7083160,56:00.0,4.5,2012-02-02 13:56:00 UTC,-73.992378,40.728833,-73.988072,40.73502,1
12487121,12:06.0,12.5,2015-05-07 08:12:06 UTC,-73.98022461,40.73517609,-74.01091766,40.70179749,1
7891124,43:30.0,7.3,2012-03-03 21:43:30 UTC,-73.968164,40.800219,-73.95713,40.786022,1
45863790,28:00.0,4.1,2011-06-17 12:28:00 UTC,0,0,0,0,5
47390654,39:00.0,4,2012-10-09 18:39:00 UTC,-73.934953,40.800987,-73.941032,40.798385,5
38076415,02:47.0,7.7,2011-01-25 16:02:47 UTC,-73.975506,40.75789,-73.96085,40.774992,1
12938380,51:00.0,12.9,2011-01-14 19:51:00 UTC,-73.992457,40.72877,-73.9608,40.7782,1
3885476,31:00.0,8,2013-11-10 06:31:00 UTC,-73.975213,40.757695,-73.99458,40.750235,2
41458016,05:43.0,6.5,2012-08-12 14:05:43 UTC,-73.999166,40.739403,-73.988351,40.743763,1
30433608,23:24.0,11.5,2015-01-31 21:23:24 UTC,-73.97068024,40.7580719,-74.00410461,40.74281311,1
50164779,04:15.0,7.3,2009-03-07 14:04:15 UTC,-73.961613,40.77709,-73.96409,40.799774,1
34207430,52:00.0,7.3,2010-03-31 06:52:00 UTC,-73.992758,40.737167,-73.970655,40.756222,5
271308,29:00.0,14.1,2010-06-08 15:29:00 UTC,-73.982623,40.772747,-74.004793,40.729552,1
53004426,54:10.0,4.5,2012-06-10 21:54:10 UTC,-73.977202,40.790112,-73.981512,40.781237,1
18285176,10:47.0,5.5,2014-10-04 19:10:47 UTC,-73.968895,40.764276,-73.978191,40.759646,2
41862524,02:00.0,8.9,2009-08-06 21:02:00 UTC,-73.98778,40.738603,-73.964832,40.770175,1
1834255,01:08.0,15,2013-03-05 22:01:08 UTC,-73.96563,40.761996,-73.964498,40.792631,2
6149840,15:11.0,4.1,2012-04-03 12:15:11 UTC,-73.983534,40.752177,-73.979711,40.744552,1
47000984,28:28.0,10.5,2015-03-10 15:28:28 UTC,-73.98123932,40.75287628,-73.9952774,40.72617722,6
